"campus","sample_type","sample_subtype","classcode","orig_classcode","Kingdom","Phylum","Class","Order","Family","Genus","Species","species_definition","taxonomic_source","taxonomic_id","common_name","notes","size_cutoff","LOOKED1999","LOOKED2000","LOOKED2001","LOOKED2002","LOOKED2003","LOOKED2004","LOOKED2005","LOOKED2006","LOOKED2007","LOOKED2008","LOOKED2009","LOOKED2010","LOOKED2011","LOOKED2012","LOOKED2013","LOOKED2014","LOOKED2015","LOOKED2016","LOOKED2017","LOOKED2018","LOOKED2019","LOOKED2020","LOOKED2021"
"UCSB","SWATH","INVERT","CERNUT","CERNUT","Animalia","Mollusca","Gastropoda","Neogastropoda","Muricidae","Ceratostoma","nuttalli","Ceratostoma nuttalli","WoRMS","403965","Nuttall's hornmouth","Not sampled. Was counted on quadrats",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"VRG","SWATH","INVERT","CERPTE","Ceratostoma and Pteropurpura","Animalia","Mollusca","Gastropoda","Neogastropoda","Muricidae","Ceratostoma/Pteropurpura","spp","Ceratostoma/Pteropurpura","WoRMS","240766/225304","Rock snail",NA,">2.5cm, longest dimension","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","SWATH","INVERT","CRAARB","CRAARB","Animalia","Porifera","Demospongiae","Tetractinellida","Tetillidae","Craniella","arb","Craniella arb","WoRMS","171324","Grey Tennis Ball Sponge",NA,">2.5cm, longest dimension","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSC","SWATH","INVERT","CRAARB","CRAARB","Animalia","Porifera","Demospongiae","Tetractinellida","Tetillidae","Craniella","arb","Craniella arb","WoRMS","171324","Grey Tennis Ball Sponge",NA,">2.5cm, longest dimension","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","SWATH","INVERT","CRAARB","Craniella arb","Animalia","Porifera","Demospongiae","Tetractinellida","Tetillidae","Craniella","arb","Craniella arb","WoRMS","171324","Grey Tennis Ball Sponge",NA,">2.5cm, longest dimension","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","SWATH","INVERT","CRAGIG","CRAGIG","Animalia","Mollusca","Bivalvia","Pectinida","Pectinidae","Crassadoma","gigantea","Crassadoma gigantea","WoRMS","240774","Rock Scallop",NA,">2.5cm, longest dimension","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","SWATH","INVERT","CRAGIG","CRAGIG","Animalia","Mollusca","Bivalvia","Pectinida","Pectinidae","Crassadoma","gigantea","Crassadoma gigantea","WoRMS","240774","Rock Scallop",NA,">2.5cm, longest dimension","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","INVERT","CRAGIG","CRAGIG","Animalia","Mollusca","Bivalvia","Pectinida","Pectinidae","Crassadoma","gigantea","Crassadoma gigantea","WoRMS","240774","Rock Scallop",NA,">2.5cm, longest dimension","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","SWATH","INVERT","CRAGIG","Crassadoma gigantea","Animalia","Mollusca","Bivalvia","Pectinida","Pectinidae","Crassadoma","gigantea","Crassadoma gigantea","WoRMS","240774","Rock Scallop",NA,">2.5cm, longest dimension","no","no","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","SWATH","INVERT","CRIALB","CRIALB","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Cribrinopsis","albopunctata","Cribrinopsis albopunctata","WoRMS","240769","White-Spotted Rose Anemone",NA,">2.5cm, longest dimension","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","SWATH","INVERT","CRIALB","URTLOF","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Cribrinopsis","albopunctata","Cribrinopsis albopunctata","WoRMS","240769","White-Spotted Rose Anemone",NA,">2.5cm, longest dimension","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","INVERT","CRIALB","CRIALB","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Cribrinopsis","albopunctata","Cribrinopsis albopunctata","WoRMS","240769","White-Spotted Rose Anemone",NA,">2.5cm, longest dimension","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","SWATH","INVERT","CRIALB","Urticina lofotensis","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Cribrinopsis","albopunctata","Cribrinopsis albopunctata","WoRMS","240769","White-Spotted Rose Anemone",NA,">2.5cm, longest dimension","no","no","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SWATH","INVERT","CROCAL","BURCAL","Animalia","Mollusca","Gastropoda","Littorinimorpha","Bursidae","Crossata","californica","Crossata californica","WoRMS","580701","California Frog Shell","Not sampled.",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"HSU","SWATH","INVERT","CRYSIT","CRYSIT","Animalia","Arthropoda","Malacostraca","Decapoda","Lithodidae","Cryptolithodes","sitchensis","Cryptolithodes sitchensis","WoRMS","550616","Umbrella Crab",NA,">2.5cm, longest dimension","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","SWATH","INVERT","CRYSIT","CRYSIT","Animalia","Arthropoda","Malacostraca","Decapoda","Lithodidae","Cryptolithodes","sitchensis","Cryptolithodes sitchensis","WoRMS","550616","Umbrella Crab",NA,">2.5cm, longest dimension","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","INVERT","CRYSIT","CRYSIT","Animalia","Arthropoda","Malacostraca","Decapoda","Lithodidae","Cryptolithodes","sitchensis","Cryptolithodes sitchensis","WoRMS","550616","Umbrella Crab",NA,">2.5cm, longest dimension","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","SWATH","INVERT","CRYSTE","CRYSTE","Animalia","Mollusca","Polyplacophora","Chitonida","Acanthochitonidae","Cryptochiton","stelleri","Cryptochiton stelleri","WoRMS","240776","Gumboot Chiton",NA,">2.5cm, longest dimension","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","SWATH","INVERT","CRYSTE","CRYSTE","Animalia","Mollusca","Polyplacophora","Chitonida","Acanthochitonidae","Cryptochiton","stelleri","Cryptochiton stelleri","WoRMS","240776","Gumboot Chiton",NA,">2.5cm, longest dimension","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","INVERT","CRYSTE","CRYSET","Animalia","Mollusca","Polyplacophora","Chitonida","Acanthochitonidae","Cryptochiton","stelleri","Cryptochiton stelleri","WoRMS","240776","Gumboot Chiton",NA,">2.5cm, longest dimension","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","SWATH","INVERT","CUCMIN","CUCMIN","Animalia","Echinodermata","Holothuroidea","Dendrochirotida","Cucumariidae","Cucumaria","miniata","Cucumaria miniata","WoRMS","225807","Orange Sea Cucumber",NA,">2.5cm, longest dimension","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSC","SWATH","INVERT","CUCMIN","CUCMIN","Animalia","Echinodermata","Holothuroidea","Dendrochirotida","Cucumariidae","Cucumaria","miniata","Cucumaria miniata","WoRMS","225807","Orange Sea Cucumber","This species is counted on quadrats at southern California sites",">2.5cm, longest dimension","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SWATH","INVERT","CUCSPP","CUCSPP","Animalia","Echinodermata","Holothuroidea","Dendrochirotida","Cucumariidae","Cucumaria","spp","Cucumaria","WoRMS","123479","Sea Cucumber (embedded, non-mobile)","Not sampled. This group was used for unidentified sea cucumbers in 1999",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"HSU","SWATH","INVERT","DERIMB","DERIMB","Animalia","Echinodermata","Asteroidea","Valvatida","Asteropseidae","Dermasterias","imbricata","Dermasterias imbricata","WoRMS","240771","Leather Star",NA,">2.5cm, diameter","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","SWATH","INVERT","DERIMB","DERIMB","Animalia","Echinodermata","Asteroidea","Valvatida","Asteropseidae","Dermasterias","imbricata","Dermasterias imbricata","WoRMS","240771","Leather Star",NA,">2.5cm, diameter","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","INVERT","DERIMB","DERIMB","Animalia","Echinodermata","Asteroidea","Valvatida","Asteropseidae","Dermasterias","imbricata","Dermasterias imbricata","WoRMS","240771","Leather Star",NA,">2.5cm, diameter","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","SWATH","INVERT","DERIMB","Dermasterias imbricata","Animalia","Echinodermata","Asteroidea","Valvatida","Asteropseidae","Dermasterias","imbricata","Dermasterias imbricata","WoRMS","240771","Leather Star",NA,">2.5cm, diameter","no","no","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","SWATH","INVERT","DIASAN","Diaulula sandiegensis","Animalia","Mollusca","Gastropoda","Nudibranchia","Discodorididae","Diaulula","sandiegensis","Diaulula sandiegensis","WoRMS","536817","Nudibranch",NA,">2.5cm, longest dimension","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","SWATH","INVERT","DIOASP","DIOASP","Animalia","Mollusca","Gastropoda","Lepetellida","Fissurellidae","Diodora","aspera","Diodora aspera","WoRMS","367955","Rough Keyhole Limpet",NA,">2.5cm, diameter","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSC","SWATH","INVERT","DIOASP","DIOASP","Animalia","Mollusca","Gastropoda","Lepetellida","Fissurellidae","Diodora","aspera","Diodora aspera","WoRMS","367955","Rough Keyhole Limpet","Removed from swath after 2000.  Added to OR list 2011-2012",">2.5cm, diameter","yes","yes","no","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no"
"VRG","SWATH","INVERT","DIRALB","Dirona albolineata","Animalia","Mollusca","Gastropoda","Nudibranchia","Dironidae","Dirona","albolineata","Dirona albolineata","WoRMS","581837","Nudibranch",NA,">2.5cm, longest dimension","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","SWATH","INVERT","DORALB","Doriopsilla albopunctata","Animalia","Mollusca","Gastropoda","Nudibranchia","Dendrodorididae","Doriopsilla","albopunctata","Doriopsilla albopunctata","WoRMS","537019","Nudibranch",NA,">2.5cm, longest dimension","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","SWATH","INVERT","DORMON","Doris montereyensis","Animalia","Mollusca","Gastropoda","Nudibranchia","Dorididae","Doris","montereyensis","Doris montereyensis","WoRMS","581816","Nudibranch",NA,">2.5cm, longest dimension","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","SWATH","INVERT","DORSPA","Doriopsilla spaldingi","Animalia","Mollusca","Gastropoda","Nudibranchia","Dendrodorididae","Doriopsilla","spaldingi","Doriopsilla spaldingi","WoRMS","458417","Nudibranch",NA,">2.5cm, longest dimension","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","SWATH","INVERT","ENTDOF","ENTDOF","Animalia","Mollusca","Cephalopoda","Octopoda","Enteroctopodidae","Enteroctopus","dofleini","Enteroctopus dofleini","WoRMS","342305","Giant Pacific Octopus",NA,">2.5cm, longest dimension","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes"
"UCSC","SWATH","INVERT","EPIPRO","EPIPRO","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Epiactis","prolifera","Epiactis prolifera","WoRMS","283435","Proliferating Anemone",NA,">2.5cm, longest dimension","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","SWATH","INVERT","EPIPRO","Epiactis prolifera","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Epiactis","prolifera","Epiactis prolifera","WoRMS","283435","Proliferating Anemone",NA,">2.5cm, longest dimension","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","SWATH","INVERT","EUGRUB","EUGRUB","Animalia","Cnidaria","Anthozoa","Alcyonacea","Gorgoniidae","Eugorgia","rubens","Eugorgia rubens","WoRMS","289935","Purple Gorgonian",NA,">2.5cm, longest dimension","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
